CPU,NUMERO_ITERACION,LATENCIA
0,371,18976
0,372,18809
0,373,15568
0,374,25642
0,375,15809
0,376,16661
0,377,16161
0,378,17050
0,379,39791
0,380,25920
0,381,17735
0,382,13920
0,383,15142
0,384,16439
0,385,20994
0,386,17235
0,387,20383
0,388,20253
0,389,14494
0,390,14012
0,391,14865
0,392,11420
0,393,14401
0,394,13290
0,395,18957
0,396,13531
0,397,14346
0,398,32180
0,399,22253
0,400,13716
0,401,11512
0,402,13531
0,403,13624
0,404,12365
0,405,51605
0,406,23661
0,407,13216
0,408,21957
0,409,15698
0,410,13846
0,411,11976
0,412,12994
0,413,11383
0,414,11457
0,415,13272
0,416,11642
0,417,12532
0,418,11383
0,419,13272
0,420,11716
0,421,13142
0,422,16346
0,423,14717
0,424,17290
0,425,21587
0,426,21068
0,427,12643
0,428,16087
0,429,39309
0,430,20606
0,431,13679
0,432,14827
0,433,13457
0,434,16272
0,435,23753
0,436,21661
0,437,15865
0,438,17475
0,439,21698
0,440,13828
0,441,12050
0,442,13106
0,443,12679
0,444,15846
0,445,13661
0,446,14161
0,447,13309
0,448,24254
0,449,24142
0,450,14531
0,451,11828
0,452,11735
0,453,13680
0,454,15624
0,455,12217
0,456,12346
0,457,11068
0,458,11458
0,459,11179
0,460,16439
0,461,18216
0,462,15865
0,463,22068
0,464,12050
0,465,14346
0,466,25846
0,467,27291
0,468,17827
0,469,14772
0,470,14809
0,471,17401
0,472,16050
0,473,28105
0,474,20439
0,475,19717
0,476,15995
0,477,12124
0,478,18828
0,479,22976
0,480,13698
0,481,11716
0,482,20402
0,483,39290
0,484,21975
0,485,17642
0,486,13512
0,487,15827
0,488,42586
0,489,37698
0,490,27475
0,491,13902
0,492,14161
0,493,20791
0,494,11901
0,495,14939
0,496,31938
0,497,30679
0,498,16216
0,499,11735
0,500,12012
0,501,11790
0,502,11772
0,503,12846
0,504,14976
0,505,11938
0,506,13624
0,507,11864
0,508,13235
0,509,14365
0,510,13068
0,511,13513
0,512,12272
0,513,15272
0,514,18753
0,515,11957
0,516,12346
0,517,20365
0,518,18216
0,519,14124
0,520,13438
0,521,12197
0,522,11568
0,523,13476
0,524,13068
0,525,11790
0,526,11938
0,527,25179
0,528,41420
0,529,21642
0,530,14217
0,531,16513
0,532,15216
0,533,14587
0,534,18735
0,535,28902
0,536,18476
0,537,23438
0,538,30235
0,539,22975
0,540,18623
0,541,13217
0,542,17179
0,543,12717
0,544,15327
0,545,11642
0,546,14254
0,547,21143
0,548,21327
0,549,15327
0,550,24086
0,551,13976
0,552,15605
0,553,23272
0,554,16476
0,555,14587
0,556,17624
0,557,20957
0,558,15754
0,559,12124
0,560,11920
0,561,14217
0,562,14068
0,563,12124
0,564,14623
0,565,13105
0,566,11957
0,567,13846
0,568,13772
0,569,20161
0,570,18050
0,571,11679
0,572,12198
0,573,13735
0,574,14679
0,575,12476
0,576,13550
0,577,11716
0,578,15809
0,579,11568
0,580,36198
0,581,35513
0,582,18901
0,583,14735
0,584,15494
0,585,22716
0,586,13716
0,587,12421
0,588,14179
0,589,12476
0,590,11383
0,591,38216
0,592,13253
0,593,11791
0,594,15734
0,595,13809
0,596,35864
0,597,26179
0,598,16032
0,599,13846
0,600,12809
0,601,15457
0,602,16679
0,603,13161
0,604,11290
0,605,19939
0,606,12753
0,607,14087
0,608,12291
0,609,14327
0,610,16235
0,611,14161
0,612,15587
0,613,12494
0,614,17050
0,615,31069
0,616,24216
0,617,15012
0,618,14291
0,619,18402
0,620,18142
0,621,13050
0,622,12253
0,623,19217
0,624,32050
0,625,21346
0,626,14716
0,627,14179
0,628,33902
0,629,24717
0,630,12605
0,631,16235
0,632,14642
0,633,12586
0,634,15179
0,635,13328
0,636,21439
0,637,24068
0,638,20809
0,639,15365
0,640,16439
0,641,13679
0,642,11290
0,643,17864
0,644,13605
0,645,13031
0,646,16087
0,647,16865
0,648,15309
0,649,11846
0,650,12642
0,651,11605
0,652,23013
0,653,22531
0,654,15272
0,655,24106
0,656,17494
0,657,11643
0,658,12086
0,659,19586
0,660,13791
0,661,11938
0,662,19013
0,663,12031
0,664,11568
0,665,14809
0,666,14346
0,667,26494
0,668,20439
0,669,14235
0,670,13717
0,671,17976
0,672,13772
0,673,16068
0,674,14754
0,675,15198
0,676,22124
0,677,17494
0,678,23217
0,679,24902
0,680,13994
0,681,10791
0,682,11105
0,683,12865
0,684,11197
0,685,15476
0,686,20902
0,687,19328
0,688,14827
0,689,11031
0,690,13660
0,691,12865
0,692,12698
0,693,15624
0,694,17438
0,695,29846
0,696,17179
0,697,14383
0,698,12513
0,699,13031
0,700,13216
0,701,12124
0,702,11031
0,703,12364
0,704,11717
0,705,20642
0,706,28994
0,707,25327
0,708,18420
0,709,20568
0,710,16290
0,711,12272
0,712,24549
0,713,25531
0,714,18272
0,715,17735
0,716,33087
0,717,17327
0,718,12623
0,719,12439
0,720,17402
0,721,31957
0,722,20161
0,723,20790
0,724,16346
0,725,20920
0,726,14086
0,727,13235
0,728,11475
0,729,13384
0,730,12679
0,731,13550
0,732,23402
0,733,19846
0,734,13383
0,735,13512
0,736,12772
0,737,16217
0,738,15365
0,739,12605
0,740,39735
0,741,23142
0,742,13198
0,743,14013
0,744,16031
0,745,14605
0,746,12624
0,747,12995
0,748,14309
0,749,11142
0,750,12679
0,751,13328
0,752,14106
0,753,11438
0,754,13772
0,755,15235
0,756,12531
0,757,17846
0,758,19217
0,759,22328
0,760,17753
0,761,10865
0,762,15846
0,763,30790
0,764,24346
0,765,17308
0,766,14846
0,767,14864
0,768,13457
0,769,12697
0,770,15161
0,771,12976
0,772,14105
0,773,13865
0,774,12864
0,775,11401
0,776,13124
0,777,13439
0,778,12124
0,779,12328
0,780,11772
0,781,11216
0,782,13550
0,783,13994
0,784,13809
0,785,16605
0,786,16606
0,787,15975
0,788,15790
0,789,20346
0,790,15846
0,791,13735
0,792,12124
0,793,12994
0,794,11606
0,795,11420
0,796,13568
0,797,12494
0,798,12347
0,799,12846
0,800,39920
0,801,24402
0,802,17439
0,803,11680
0,804,11679
0,805,13290
0,806,14494
0,807,11716
0,808,19271
0,809,19605
0,810,14680
0,811,35198
0,812,22568
0,813,14772
0,814,13920
0,815,16642
0,816,37883
0,817,24957
0,818,15679
0,819,20254
0,820,32772
0,821,20105
0,822,14420
0,823,29512
0,824,38068
0,825,30179
0,826,52013
0,827,21160
0,828,16346
0,829,15642
0,830,16031
0,831,24531
0,832,20068
0,833,12217
0,834,11105
0,835,12420
0,836,11846
0,837,14735
0,838,13680
0,839,25439
0,840,18568
0,841,16327
0,842,15161
0,843,12420
0,844,10883
0,845,11013
0,846,15235
0,847,14679
0,848,18271
0,849,18939
0,850,13235
0,851,12939
0,852,10680
0,853,13142
0,854,12958
0,855,10920
0,856,16513
0,857,24902
0,858,17364
0,859,13049
0,860,12401
0,861,12716
0,862,14772
0,863,11420
0,864,12772
0,865,16680
0,866,13364
0,867,12364
0,868,20272
0,869,15642
0,870,12605
0,871,28254
0,872,26068
0,873,16976
0,874,12661
0,875,12846
0,876,26790
0,877,25864
0,878,15253
0,879,10661
0,880,14383
0,881,18160
0,882,18142
0,883,18920
0,884,22679
0,885,12846
0,886,15438
0,887,11291
0,888,11105
0,889,14883
0,890,13179
0,891,12828
0,892,13512
0,893,16550
0,894,13679
0,895,13143
0,896,14790
0,897,15124
0,898,18827
0,899,13772
0,900,11254
0,901,12828
0,902,13143
0,903,13772
0,904,39161
0,905,17124
0,906,10160
0,907,9717
0,908,9197
0,909,15716
0,910,25161
0,911,25735
0,912,13921
0,913,11365
0,914,13031
0,915,21587
0,916,19309
0,917,12569
0,918,12828
0,919,13124
0,920,14290
0,921,12920
0,922,11624
0,923,14828
0,924,29772
0,925,19901
0,926,17532
0,927,13457
0,928,13809
0,929,13549
0,930,10994
0,931,12197
0,932,15161
0,933,16476
0,934,12438
0,935,26976
0,936,24124
0,937,26475
0,938,24309
0,939,18087
0,940,15309
0,941,26790
0,942,15123
0,943,13494
0,944,11179
0,945,15012
0,946,23883
0,947,40049
0,948,24050
0,949,13920
0,950,13439
0,951,20883
0,952,14883
0,953,13142
0,954,12679
0,955,12327
0,956,13031
0,957,23883
0,958,17864
0,959,11586
0,960,14291
0,961,12865
0,962,31402
0,963,22420
0,964,15068
0,965,13402
0,966,12587
0,967,12717
0,968,15828
0,969,18957
0,970,15013
0,971,13271
0,972,14512
0,973,54068
0,974,20179
0,975,15512
0,976,14883
0,977,14587
0,978,13642
0,979,12475
0,980,14920
0,981,11846
0,982,13902
0,983,12550
0,984,36513
0,985,25827
0,986,30235
0,987,20105
0,988,12235
0,989,13143
0,990,11513
0,991,21994
0,992,15531
0,993,13643
0,994,14994
0,995,30976
0,996,19550
0,997,14624
0,998,11791
0,999,14309
0,1000,12901
0,1001,12161
0,1002,28420
0,1003,21124
0,1004,13550
0,1005,13549
0,1006,13087
0,1007,13383
0,1008,14735
0,1009,11143
0,1010,13790
0,1011,18439
0,1012,16309
0,1013,15050
0,1014,16216
0,1015,15568
0,1016,14328
0,1017,14290
0,1018,12235
0,1019,13716
0,1020,10921
0,1021,13050
0,1022,50457
0,1023,20975
0,1024,13198
0,1025,14513
0,1026,13531
0,1027,16809
0,1028,26161
0,1029,19272
0,1030,13420
0,1031,11642
0,1032,12272
0,1033,13105
0,1034,13698
0,1035,22439
0,1036,14216
0,1037,14938
0,1038,15753
0,1039,11661
0,1040,12680
0,1041,11753
0,1042,12346
0,1043,15013
0,1044,25383
0,1045,17069
0,1046,13790
0,1047,11494
0,1048,13920
0,1049,13198
0,1050,14309
0,1051,16623
0,1052,12716
0,1053,12661
0,1054,14309
0,1055,14865
0,1056,29291
0,1057,28605
0,1058,19513
0,1059,12309
0,1060,12939
0,1061,29142
0,1062,19772
0,1063,14346
0,1064,19161
0,1065,14217
0,1066,12865
0,1067,14457
0,1068,14068
0,1069,28235
0,1070,30401
0,1071,56494
0,1072,18642
0,1073,28754
0,1074,20697
0,1075,13365
0,1076,12809
0,1077,11087
0,1078,13512
0,1079,11716
0,1080,29790
0,1081,18365
0,1082,22939
0,1083,17864
0,1084,21975
0,1085,14569
0,1086,14235
0,1087,18772
0,1088,23549
0,1089,14735
0,1090,13624
0,1091,14383
0,1092,13142
0,1093,15309
0,1094,12772
0,1095,11735
0,1096,11476
0,1097,13772
0,1098,13549
0,1099,16142
0,1100,13513
0,1101,14365
0,1102,17383
0,1103,16161
0,1104,17291
0,1105,14235
0,1106,15809
0,1107,40402
0,1108,27253
0,1109,16791
0,1110,12476
0,1111,12975
0,1112,15568
0,1113,13180
0,1114,15179
0,1115,12457
0,1116,16253
0,1117,15087
0,1118,20271
0,1119,16179
0,1120,20938
0,1121,15976
0,1122,19624
0,1123,19291
0,1124,14827
0,1125,13476
0,1126,14605
0,1127,13476
0,1128,15105
0,1129,15124
0,1130,13290
0,1131,16346
0,1132,29772
0,1133,14254
0,1134,17439
0,1135,14291
0,1136,15568
0,1137,18809
0,1138,35068
0,1139,29198
0,1140,24606
0,1141,19217
0,1142,15920
0,1143,20753
0,1144,16661
0,1145,15475
0,1146,15754
0,1147,13291
0,1148,14772
0,1149,14124
0,1150,12975
0,1151,12883
0,1152,31827
0,1153,40698
0,1154,21049
0,1155,12475
0,1156,12253
0,1157,19772
0,1158,15272
0,1159,16216
0,1160,14235
0,1161,43013
0,1162,22846
0,1163,14568
0,1164,15865
0,1165,12494
0,1166,11883
0,1167,13457
0,1168,14142
0,1169,15605
0,1170,12402
0,1171,13217
0,1172,14420
0,1173,15235
0,1174,14031
0,1175,14531
0,1176,12994
0,1177,14327
0,1178,12197
0,1179,13087
0,1180,14994
0,1181,35383
0,1182,20975
0,1183,13679
0,1184,17698
0,1185,12272
0,1186,13809
0,1187,15994
0,1188,15254
0,1189,13068
0,1190,13513
0,1191,12494
0,1192,15716
0,1193,12790
0,1194,14457
0,1195,27105
0,1196,30087
0,1197,18624
0,1198,11512
0,1199,13828
0,1200,16327
0,1201,17050
0,1202,13735
0,1203,13679
0,1204,18809
0,1205,42568
0,1206,25734
0,1207,16532
0,1208,33623
0,1209,12939
0,1210,12605
0,1211,12549
0,1212,12013
0,1213,16920
0,1214,16068
0,1215,30383
0,1216,22828
0,1217,22290
0,1218,16550
0,1219,13606
0,1220,10994
0,1221,11957
0,1222,16143
0,1223,14771
0,1224,13272
0,1225,11661
0,1226,17216
0,1227,29346
0,1228,15495
0,1229,15383
0,1230,16865
0,1231,40679
0,1232,28902
0,1233,20660
0,1234,23846
0,1235,18438
0,1236,13772
0,1237,21420
0,1238,19457
0,1239,14865
0,1240,12920
0,1241,12624
0,1242,14847
0,1243,29143
0,1244,24402
0,1245,15383
0,1246,13865
0,1247,11661
0,1248,13846
0,1249,10809
0,1250,14679
0,1251,14920
0,1252,12883
0,1253,11995
0,1254,14346
0,1255,22106
0,1256,20216
0,1257,16790
0,1258,22939
0,1259,20087
0,1260,15272
0,1261,22568
0,1262,12902
0,1263,11327
0,1264,11161
0,1265,14531
0,1266,13013
0,1267,13716
0,1268,11383
0,1269,14846
0,1270,16420
0,1271,15753
0,1272,36939
0,1273,30642
0,1274,20605
0,1275,11253
0,1276,14753
0,1277,12180
0,1278,10846
0,1279,14346
0,1280,25643
0,1281,15957
0,1282,13068
0,1283,14031
0,1284,13124
0,1285,16106
0,1286,28346
0,1287,24920
0,1288,21643
0,1289,14086
0,1290,13883
0,1291,20753
0,1292,33883
0,1293,24753
0,1294,13068
0,1295,14346
0,1296,11679
0,1297,15791
0,1298,14069
0,1299,13179
0,1300,15901
0,1301,24624
0,1302,28513
0,1303,17439
0,1304,15883
0,1305,14901
0,1306,12957
0,1307,12309
0,1308,15772
0,1309,35346
0,1310,39142
0,1311,26494
0,1312,19235
0,1313,12828
0,1314,12717
0,1315,11994
0,1316,13606
0,1317,13013
0,1318,18290
0,1319,14328
0,1320,13032
0,1321,12531
0,1322,15513
0,1323,17142
0,1324,22957
0,1325,17753
0,1326,14402
0,1327,11105
0,1328,12495
0,1329,11938
0,1330,13143
0,1331,12698
0,1332,12994
0,1333,13494
0,1334,14532
0,1335,16624
0,1336,15254
0,1337,20272
0,1338,14846
0,1339,20049
0,1340,22846
0,1341,19086
0,1342,13439
0,1343,14179
0,1344,14532
0,1345,11957
0,1346,14364
0,1347,13513
0,1348,13475
0,1349,21865
0,1350,21698
0,1351,15068
0,1352,13420
0,1353,16679
0,1354,16235
0,1355,11846
0,1356,11513
0,1357,14420
0,1358,17235
0,1359,14494
0,1360,15346
0,1361,15198
0,1362,13402
0,1363,14031
0,1364,13161
0,1365,12698
0,1366,25013
0,1367,20809
0,1368,14901
0,1369,11642
0,1370,12198
0,1371,17586
0,1372,14013
0,1373,14383
0,1374,14420
0,1375,14828
0,1376,14031
0,1377,12957
0,1378,15013
0,1379,20383
0,1380,25217
0,1381,16475
0,1382,20216
0,1383,20420
0,1384,15531
0,1385,19994
0,1386,14272
0,1387,13864
0,1388,13660
0,1389,16827
0,1390,15605
0,1391,17790
0,1392,12735
0,1393,17031
0,1394,24365
0,1395,19365
0,1396,15383
0,1397,12698
0,1398,19568
0,1399,20735
0,1400,20549
0,1401,14606
0,1402,21086
0,1403,25939
0,1404,14309
0,1405,13883
0,1406,24828
0,1407,37031
0,1408,31475
0,1409,28549
0,1410,18587
0,1411,12827
0,1412,14272
0,1413,14476
0,1414,17550
0,1415,19550
0,1416,16364
0,1417,12401
0,1418,13513
0,1419,12550
0,1420,15290
0,1421,12050
0,1422,13420
0,1423,12828
0,1424,11494
0,1425,16920
0,1426,17198
0,1427,12864
0,1428,12457
0,1429,12809
0,1430,11216
0,1431,12346
0,1432,13050
0,1433,14160
0,1434,14383
0,1435,14383
0,1436,14531
0,1437,13864
0,1438,13254
0,1439,12347
0,1440,27827
0,1441,19420
0,1442,15365
0,1443,11568
0,1444,14309
0,1445,12180
0,1446,12216
0,1447,12013
0,1448,13698
0,1449,26383
0,1450,16680
0,1451,11587
0,1452,11809
0,1453,24679
0,1454,16994
0,1455,13160
0,1456,12198
0,1457,12438
0,1458,12050
0,1459,11032
0,1460,12772
0,1461,12864
0,1462,13623
0,1463,14291
0,1464,15050
0,1465,22883
0,1466,17606
0,1467,13161
0,1468,15105
0,1469,10976
0,1470,14883
0,1471,13865
0,1472,12624
0,1473,16124
0,1474,21327
0,1475,23643
0,1476,27383
0,1477,28661
0,1478,39494
0,1479,24716
0,1480,15550
0,1481,13290
0,1482,14235
0,1483,12642
0,1484,12995
0,1485,10698
0,1486,10680
0,1487,11716
0,1488,12328
0,1489,13105
0,1490,13513
0,1491,24032
0,1492,16735
0,1493,16735
0,1494,24827
0,1495,18402
0,1496,14272
0,1497,13901
0,1498,13364
0,1499,10383
0,1500,12716
0,1501,25402
0,1502,21753
0,1503,15605
0,1504,18031
0,1505,34123
0,1506,26846
0,1507,19791
0,1508,15513
0,1509,15587
0,1510,14383
0,1511,14234
0,1512,12457
0,1513,13050
0,1514,15605
0,1515,13495
0,1516,38291
0,1517,27124
0,1518,22049
0,1519,15661
0,1520,13346
0,1521,11587
0,1522,13180
0,1523,13031
0,1524,19068
0,1525,14643
0,1526,13828
0,1527,11420
0,1528,20087
0,1529,14939
0,1530,13735
0,1531,19031
0,1532,38087
0,1533,40346
0,1534,25142
0,1535,14846
0,1536,12735
0,1537,15180
0,1538,11754
0,1539,12772
0,1540,10994
0,1541,12513
0,1542,13532
0,1543,17365
0,1544,26975
0,1545,28309
0,1546,24160
0,1547,18994
0,1548,14013
0,1549,14883
0,1550,33142
0,1551,16957
0,1552,21753
0,1553,14790
0,1554,13420
0,1555,11661
0,1556,13235
0,1557,12180
0,1558,11513
0,1559,10791
0,1560,13031
0,1561,16513
0,1562,12827
0,1563,13624
0,1564,12365
0,1565,18309
0,1566,36698
0,1567,26291
0,1568,18828
0,1569,13086
0,1570,11975
0,1571,13197
0,1572,11735
0,1573,13550
0,1574,14513
0,1575,29846
0,1576,25994
0,1577,22420
0,1578,12568
0,1579,23846
0,1580,14661
0,1581,14828
0,1582,13717
0,1583,11920
0,1584,14586
0,1585,13420
0,1586,11827
0,1587,16402
0,1588,13327
0,1589,12328
0,1590,10753
0,1591,13346
0,1592,11531
0,1593,15402
0,1594,15216
0,1595,13754
0,1596,15383
0,1597,11902
0,1598,11346
0,1599,12105
0,1600,10939
0,1601,14476
0,1602,26809
0,1603,23660
0,1604,16494
0,1605,12365
0,1606,18513
0,1607,13680
0,1608,13216
0,1609,15735
0,1610,13531
0,1611,13865
0,1612,12661
0,1613,14809
0,1614,14568
0,1615,18883
0,1616,17846
0,1617,16253
0,1618,15939
0,1619,43364
0,1620,25291
0,1621,23254
0,1622,21031
0,1623,14661
0,1624,14438
0,1625,14013
0,1626,12698
0,1627,13883
0,1628,17586
0,1629,13772
0,1630,13420
0,1631,12143
0,1632,19957
0,1633,15958
0,1634,13957
0,1635,25846
0,1636,25364
0,1637,13291
0,1638,12049
0,1639,12975
0,1640,13921
0,1641,11550
0,1642,13143
0,1643,13772
0,1644,18550
0,1645,20384
0,1646,18161
0,1647,14679
0,1648,18809
0,1649,13883
0,1650,24791
0,1651,28550
0,1652,26383
0,1653,17716
0,1654,20013
0,1655,11124
0,1656,13846
0,1657,12920
0,1658,13364
0,1659,13123
0,1660,11271
0,1661,13198
0,1662,12402
0,1663,13476
0,1664,12864
0,1665,12068
0,1666,21975
0,1667,12383
0,1668,15142
0,1669,12938
0,1670,12957
0,1671,12994
0,1672,14142
0,1673,12328
0,1674,13180
0,1675,12531
0,1676,12328
0,1677,13531
0,1678,14754
0,1679,15902
0,1680,13568
0,1681,38290
0,1682,24050
0,1683,14106
0,1684,12142
0,1685,10827
0,1686,17976
0,1687,15476
0,1688,39179
0,1689,20216
0,1690,15327
0,1691,16087
0,1692,13105
0,1693,12809
0,1694,13328
0,1695,12717
0,1696,12068
0,1697,14568
0,1698,12920
0,1699,11161
0,1700,13346
0,1701,13161
0,1702,24605
0,1703,29087
0,1704,25624
0,1705,18568
0,1706,13698
0,1707,14513
0,1708,13476
0,1709,14346
0,1710,12457
0,1711,22716
0,1712,16568
0,1713,12364
0,1714,13346
0,1715,31457
0,1716,37920
0,1717,22087
0,1718,15661
0,1719,20809
0,1720,30105
0,1721,27568
0,1722,21031
0,1723,15957
0,1724,14939
0,1725,13827
0,1726,14698
0,1727,15624
0,1728,24513
0,1729,32420
0,1730,25828
0,1731,16994
0,1732,13402
0,1733,16327
0,1734,13438
0,1735,28401
0,1736,28938
0,1737,52309
0,1738,15606
0,1739,12661
0,1740,13439
0,1741,11680
0,1742,13012
0,1743,11161
0,1744,12587
0,1745,12050
0,1746,11957
0,1747,13568
0,1748,25013
0,1749,25531
0,1750,26069
0,1751,21124
0,1752,16920
0,1753,14920
0,1754,11772
0,1755,11457
0,1756,12346
0,1757,15439
0,1758,15124
0,1759,16235
0,1760,18642
0,1761,13605
0,1762,15013
0,1763,12346
0,1764,13569
0,1765,18364
0,1766,29013
0,1767,24105
0,1768,21846
0,1769,17735
0,1770,40197
0,1771,26476
0,1772,16253
0,1773,12012
0,1774,15680
0,1775,13457
0,1776,11735
0,1777,16679
0,1778,20624
0,1779,12476
0,1780,12976
0,1781,12550
0,1782,12235
0,1783,12846
0,1784,12920
0,1785,11549
0,1786,12439
0,1787,16494
0,1788,14216
0,1789,12679
0,1790,14235
0,1791,12790
0,1792,11290
0,1793,12624
0,1794,11198
0,1795,13235
0,1796,13475
0,1797,12624
0,1798,17494
0,1799,22939
0,1800,14309
0,1801,13180
0,1802,13531
0,1803,14661
0,1804,13772
0,1805,25698
0,1806,15068
0,1807,16902
0,1808,16087
0,1809,19050
0,1810,14791
0,1811,13809
0,1812,11680
0,1813,13457
0,1814,12716
0,1815,13828
0,1816,15901
0,1817,11032
0,1818,11476
0,1819,11846
0,1820,12790
0,1821,11327
0,1822,15161
0,1823,12105
0,1824,23327
0,1825,29975
0,1826,21272
0,1827,13642
0,1828,11272
0,1829,13031
0,1830,12698
0,1831,11031
0,1832,21161
0,1833,37291
0,1834,26476
0,1835,23217
0,1836,13198
0,1837,16568
0,1838,20180
0,1839,24995
0,1840,23401
0,1841,18476
0,1842,14642
0,1843,15068
0,1844,21013
0,1845,14142
0,1846,15161
0,1847,20550
0,1848,14124
0,1849,13958
0,1850,14532
0,1851,11513
0,1852,11123
0,1853,13049
0,1854,13642
0,1855,11586
0,1856,11568
0,1857,19735
0,1858,12031
0,1859,10531
0,1860,11938
0,1861,13938
0,1862,14753
0,1863,13864
0,1864,13643
0,1865,14179
